1000 200000
671 620 453
287 779 809
228 147 707
149 773 104
835 196 623
28 151 364
613 329 560
205 334 875
267 791 363
134 941 343
150 589 285
432 674 961
561 896 650
223 372 838
94 33 766
448 876 605
421 316 204
938 289 484
171 370 932
968 431 146
796 379 891
903 822 265
183 78 576
774 91 89
760 612 374
591 950 899
670 660 239
701 550 866
207 432 990
293 129 497
82 218 382
840 455 137
842 505 33
187 359 772
331 246 728
317 44 771
67 555 457
127 533 709
119 370 384
577 533 956
601 978 63
171 698 860
665 916 943
331 329 379
415 825 919
171 723 798
179 471 436
248 572 499
248 966 197
583 180 231
130 856 469
290 26 807
751 729 803
949 800 439
307 623 764
363 70 128
625 726 276
210 159 652
156 171 885
45 699 367
87 531 360
202 822 140
962 437 435
154 390 24
851 746 899
975 237 148
319 939 545
758 934 589
747 329 496
100 380 365
687 684 322
177 383 659
794 788 390
828 72 611
839 274 494
342 897 786
106 270 991
125 674 962
47 993 691
557 455 828
864 527 831
789 822 732
549 12 786
319 504 228
854 206 922
7 136 747
675 727 707
401 670 610
593 136 900
332 369 930
869 794 751
691 903 598
386 959 143
147 356 852
912 496 662
853 956 778
943 640 357
652 241 681
942 658 958
859 991 35
836 5 501
14 160 956
789 44 128
295 504 802
330 746 587
290 664 863
234 534 493
162 935 287
943 778 717
626 590 518
110 275 456
427 31 711
680 797 343
806 377 316
200 669 613
154 468 118
898 77 932
265 957 714
266 550 90
634 780 525
734 872 246
452 476 83
87 172 24
417 744 352
248 231 570
455 426 510
159 262 430
911 271 28
217 617 554
289 607 824
716 522 76
159 838 839
879 133 373
208 576 658
415 706 564
453 974 47
350 504 865
123 671 318
463 510 855
829 363 144
834 941 620
388 805 904
246 867 9
865 998 21
89 399 471
351 730 823
356 487 223
71 568 99
210 110 86
814 433 107
210 865 895
35 403 120
968 675 214
225 559 599
449 848 342
661 258 901
296 921 327
888 347 892
742 680 953
624 789 892
296 551 266
798 668 561
817 265 685
971 528 830
295 905 517
948 489 130
188 846 931
495 982 299
683 610 532
121 1 687
723 186 555
905 420 535
419 427 54
933 942 196
273 449 2
54 417 282
190 413 302
328 351 267
83 955 394
256 353 715
575 514 921
66 882 395
272 867 141
162 159 183
991 16 449
796 817 747
537 902 309
728 255 458
719 688 885
669 948 44
497 176 297
759 110 511
158 611 580
174 738 577
565 758 318
452 44 493
541 609 19
460 361 385
953 681 37
812 485 794
465 577 525
860 611 513
149 668 835
928 336 712
137 18 115
680 679 656
598 78 950
327 309 7
710 463 761
364 354 57
442 885 929
456 602 91
967 193 808
887 706 794
388 864 771
657 628 272
175 928 830
269 391 652
580 365 265
181 506 719
946 188 834
843 774 361
549 188 415
170 962 426
705 550 99
96 559 429
223 458 77
676 419 595
546 411 729
149 966 341
952 357 320
344 843 120
729 988 681
459 261 304
291 109 223
514 102 381
909 961 408
270 229 282
44 16 126
740 299 34
848 766 20
478 922 705
573 484 200
639 863 910
693 858 167
859 12 541
535 41 18
761 980 538
493 730 181
930 223 137
766 375 353
408 847 40
623 109 339
506 895 279
431 315 601
990 415 379
966 119 678
507 310 695
941 486 314
819 330 99
279 598 769
261 206 39
683 789 850
880 231 270
70 89 656
763 825 825
366 983 60
926 349 672
335 740 227
241 424 849
683 988 596
437 791 227
754 946 532
179 382 639
491 283 553
970 909 204
798 5 139
642 816 156
535 587 920
415 219 698
368 656 673
235 9 171
922 953 117
4 867 34
361 972 272
52 912 63
840 381 465
1000 682 926
663 114 232
163 537 571
925 496 16
13 57 546
192 627 201
67 173 372
510 549 464
938 923 22
132 315 378
19 494 861
88 483 902
908 294 602
195 287 375
808 492 704
404 87 304
553 321 348
754 142 529
29 680 295
555 833 752
724 784 651
95 913 390
43 830 28
764 838 309
235 517 290
712 82 622
943 790 992
956 673 480
821 959 283
175 129 20
306 964 70
804 284 947
126 370 423
310 535 502
496 427 94
326 921 766
111 674 135
877 453 417
964 262 237
140 75 413
484 456 373
693 928 275
27 918 833
457 481 598
482 70 606
537 176 45
287 266 164
330 619 757
677 465 475
416 692 937
19 631 902
589 692 54
971 411 167
356 613 610
681 920 98
888 438 340
127 729 591
3 395 256
713 770 555
946 864 275
339 164 545
170 467 484
593 325 84
95 499 689
898 866 605
822 651 543
360 969 173
383 964 986
46 722 984
336 404 787
968 78 126
15 890 436
829 212 940
319 264 730
122 348 638
19 637 958
664 740 117
721 204 343
201 800 230
472 186 445
8 669 21
453 932 164
688 828 686
824 603 860
883 837 996
111 152 123
126 439 492
463 726 524
784 136 140
949 163 20
242 236 764
618 550 122
963 362 983
665 940 704
346 401 722
511 170 530
392 334 587
717 152 999
634 81 276
22 915 147
647 99 373
968 97 860
178 167 540
310 964 803
213 414 285
910 902 484
102 973 682
15 290 595
184 407 998
34 477 99
180 7 45
684 309 492
740 234 129
586 454 203
788 51 591
340 91 746
228 441 826
364 204 294
193 45 647
422 349 885
714 72 826
283 624 289
998 178 157
669 972 239
362 220 159
283 896 854
370 610 326
341 278 722
451 745 335
671 402 945
842 781 36
727 943 7
190 389 873
490 513 926
894 415 293
898 165 303
801 643 232
756 783 11
832 960 924
226 607 930
56 390 940
356 509 453
402 86 50
101 391 885
849 766 82
877 558 476
438 634 10
180 217 449
40 488 680
306 90 644
189 557 976
877 207 740
521 253 228
797 754 341
529 957 316
107 342 625
455 30 798
256 359 366
946 372 208
990 973 740
59 326 132
464 689 666
845 119 965
897 299 944
295 654 669
674 216 508
961 965 414
952 735 149
364 523 775
826 638 142
870 275 260
804 442 500
731 785 973
658 998 709
179 716 136
590 181 607
357 692 624
766 984 478
201 609 857
961 674 382
90 654 886
575 944 981
963 700 615
756 361 179
874 420 118
667 437 604
412 42 899
993 27 95
822 23 263
9 322 930
472 234 98
831 315 327
877 331 815
162 293 593
869 609 45
65 299 731
372 763 967
366 78 70
414 745 4
160 392 360
740 452 171
470 605 639
44 799 710
813 36 185
56 949 734
306 41 489
671 182 902
795 143 697
41 500 625
379 504 588
910 426 320
403 264 549
329 33 194
471 120 871
217 686 563
503 278 81
266 53 195
678 7 16
618 314 109
197 167 429
659 842 766
271 728 178
735 517 405
915 53 37
732 708 398
714 814 424
25 274 837
288 785 479
686 845 59
595 747 715
708 36 112
6 685 75
660 509 42
689 348 585
492 105 738
866 970 188
449 505 260
103 8 890
286 163 144
678 686 827
753 486 756
925 675 853
549 762 201
424 478 669
574 980 968
279 879 939
956 133 863
270 411 334
682 104 259
798 318 730
795 635 357
816 169 958
556 581 608
767 305 914
172 700 629
852 509 939
668 983 336
363 174 840
197 7 115
128 982 271
856 752 443
762 24 982
345 699 917
674 381 229
600 1000 190
768 822 794
938 998 825
88 666 394
947 810 996
86 353 323
270 470 712
305 195 786
33 885 369
710 447 395
677 725 999
255 817 437
660 181 312
493 602 924
947 721 531
726 799 767
51 119 999
623 748 382
382 476 42
490 707 318
751 565 906
949 784 143
816 305 183
764 654 164
771 932 576
323 365 886
548 444 299
964 46 95
829 910 227
292 345 13
277 637 896
882 757 79
265 484 679
301 236 883
94 535 820
455 354 746
343 357 332
446 79 409
498 923 593
786 185 392
893 166 536
845 747 808
230 491 338
40 192 713
669 380 536
726 982 108
153 605 221
454 344 618
367 88 748
740 644 271
342 231 487
990 166 705
149 371 622
599 102 859
898 799 918
581 11 49
394 926 715
406 273 807
189 639 471
260 937 308
194 164 316
227 501 544
551 463 987
10 240 860
67 542 586
181 432 60
648 584 244
225 307 710
819 746 678
241 520 284
616 528 926
975 822 562
957 237 572
615 358 458
364 844 314
289 576 989
807 643 999
840 856 425
729 194 231
821 894 310
166 686 94
30 672 379
323 33 1000
723 959 919
706 472 573
163 767 589
603 295 861
458 791 459
791 182 68
976 736 866
476 619 299
34 226 97
455 392 654
477 525 859
103 207 34
273 96 525
980 201 716
435 854 785
912 156 291
919 927 760
860 691 65
124 48 544
773 130 91
251 755 976
60 235 95
591 32 870
215 260 496
441 209 10
300 682 436
434 605 135
49 385 874
445 169 714
491 616 684
143 54 723
134 602 108
720 511 238
409 980 865
511 282 953
469 694 502
967 182 375
338 300 259
428 952 49
804 832 179
881 947 413
330 631 11
526 758 493
395 571 85
382 9 912
587 76 635
732 2 544
584 354 598
258 721 81
907 83 576
787 777 531
644 850 281
576 711 979
293 802 778
614 739 598
123 814 164
452 940 269
258 419 721
488 117 590
633 311 37
382 877 509
501 176 407
831 472 95
481 651 225
395 372 356
865 421 709
465 466 874
71 773 868
295 200 283
398 702 244
213 141 24
27 686 207
795 774 495
677 522 880
857 831 966
344 165 254
751 478 135
681 290 901
208 270 399
650 652 180
367 439 800
557 712 499
512 843 530
278 99 275
133 330 11
107 268 203
40 609 759
154 704 718
75 840 191
861 306 474
379 19 496
598 443 48
574 861 848
993 548 546
19 121 841
694 140 204
467 848 510
565 340 443
331 104 961
356 755 924
698 202 503
592 560 746
698 370 750
961 148 381
483 987 816
502 688 984
518 834 97
296 26 885
412 890 721
877 59 209
780 520 816
455 453 768
774 676 318
541 731 655
8 322 521
286 764 56
822 605 586
318 308 619
822 915 624
179 68 494
905 734 474
750 929 518
156 457 453
854 318 580
25 899 206
39 932 341
633 822 62
224 60 55
226 396 590
243 523 99
651 967 21
654 221 751
909 853 405
789 1000 854
332 796 633
433 820 435
446 797 844
571 648 361
680 242 902
636 177 72
767 609 545
687 562 315
156 522 148
218 927 501
238 228 736
777 300 914
17 488 500
857 544 633
160 676 414
617 867 32
96 383 655
289 701 263
551 583 860
487 39 164
50 337 439
166 532 126
644 757 868
546 251 30
24 737 102
411 928 478
725 177 868
593 547 925
434 653 979
555 784 688
250 775 44
723 291 753
602 784 913
370 173 372
849 642 635
895 548 564
491 546 769
342 162 588
317 795 94
665 753 706
981 370 964
354 560 803
201 255 152
629 352 886
651 171 205
646 741 956
346 959 238
63 506 126
650 549 830
37 654 259
422 43 898
211 398 514
851 22 648
167 590 281
880 325 925
762 286 473
838 64 920
475 441 539
329 756 525
116 203 734
777 511 999
959 624 7
877 947 426
323 295 80
286 427 115
321 826 105
346 589 107
447 534 592
526 919 84
809 325 201
483 862 145
408 489 453
404 474 401
656 491 984
897 647 804
129 844 654
579 909 75
85 665 110
897 975 905
539 415 612
914 957 1000
71 230 739
471 32 621
187 357 698
830 366 569
184 454 224
312 254 909
785 284 78
66 98 129
494 328 881
507 604 377
256 369 231
961 875 108
913 893 234
474 929 383
451 704 15
277 710 557
983 571 413
560 992 459
145 200 549
628 209 255
164 371 252
736 737 331
218 39 349
930 201 544
320 617 513
126 101 23
274 45 525
739 614 725
520 902 395
940 411 266
528 774 495
766 164 973
597 748 572
409 903 189
856 938 833
49 812 491
95 411 599
549 867 209
815 596 800
966 37 296
568 351 718
947 328 363
353 930 617
604 608 43
731 706 46
592 280 312
997 986 336
81 935 668
609 862 320
508 889 262
17 765 841
500 111 855
231 23 923
95 572 480
480 725 514
399 78 994
702 692 490
57 482 875
599 882 691
675 326 322
451 601 830
144 820 692
424 788 610
932 269 374
29 213 524
446 816 880
563 175 477
365 760 653
646 67 189
381 974 458
858 308 815
189 671 211
409 932 141
341 21 27
160 730 759
780 234 164
896 205 847
89 728 198
551 216 457
787 215 259
38 191 410
575 860 963
364 241 641
990 601 130
793 87 68
203 602 775
422 41 645
404 68 286
982 504 838
613 728 410
436 810 822
445 425 274
206 144 287
138 116 845
891 157 891
672 815 911
949 930 150
375 969 724
32 332 615
563 803 244
7 800 553
964 361 23
891 377 398
118 584 214
430 727 655
574 606 435
419 292 647
55 341 271
282 414 684
771 459 495
184 290 201
789 764 374
226 474 487
713 900 298
875 346 628
612 680 571
831 787 328
493 706 452
954 632 144
281 64 745
333 682 436
333 553 81
435 344 692
340 656 655
468 57 911
681 581 336
961 427 822
60 62 373
857 925 690
993 628 482
901 407 888
223 727 132
897 722 413
104 338 841
936 65 811
939 783 75
101 733 713
236 103 795
776 437 594
186 168 327
944 168 724
715 12 971
877 802 738
858 321 729
791 721 524
293 964 694
365 665 713
178 680 219
15 693 490
767 116 158
804 306 575
67 308 858
467 985 635
807 552 533
209 241 47
390 988 403
47 929 145
895 332 168
979 541 820
368 811 811
696 818 769
961 83 149
363 780 115
647 275 118
123 217 75
884 909 279
998 451 467
576 912 902
442 38 43
742 85 222
842 314 410
507 97 464
810 763 390
4 299 543
777 102 487
868 541 744
812 648 731
976 5 47
209 134 997
736 839 898
155 989 105
843 785 970
809 558 386
354 143 386
419 394 206
908 502 483
72 228 351
860 329 252
357 585 395
524 414 884
247 109 62
767 475 86
696 453 368
833 240 588
316 615 934
811 90 488
781 694 155
960 805 854
551 824 356
935 493 555
125 294 447
415 944 898
136 979 231
853 721 283
660 493 544
14 502 773
704 122 164
173 794 963
149 181 905
726 181 760
277 435 980
814 62 955
202 338 899
392 521 324
331 783 458
656 863 697
571 346 101
800 560 439
226 556 506
153 39 402
130 114 77
267 817 106
340 512 135
90 870 753
375 700 871
423 381 606
874 48 173
284 80 435
909 825 943
541 880 801
573 548 263
788 240 704
841 565 288
622 796 701
119 141 360
501 5 837
824 416 840
318 268 643
726 573 785
84 647 511
178 187 163
368 475 426
749 122 55
767 851 863
129 636 42
66 111 182
968 848 516
931 463 497
718 885 952
611 779 337
299 74 921
231 622 752
193 398 921
370 97 135
725 218 284
620 618 507
396 20 236
561 651 403
855 731 781
926 685 140
689 729 344
54 611 650
818 647 229
860 645 682
98 839 696
76 985 20
109 70 925
48 365 25
220 599 613
394 634 129
131 635 730
20 742 159
166 832 281
745 921 104
742 893 209
968 611 756
333 159 723
677 525 486
153 517 638
45 753 918
171 812 515
473 388 371
726 994 724
181 699 505
620 135 407
341 605 896
244 391 170
996 33 93
865 521 401
405 757 691
929 488 196
845 110 801
2 601 926
810 837 144
457 913 711
629 368 31
538 449 505
360 480 231
875 307 264
266 929 921
693 57 488
890 157 851
331 836 318
650 139 397
205 740 10
250 176 106
957 524 613
744 42 688
897 208 204
326 306 6
81 165 531
872 217 967
657 316 37
221 999 17
573 923 627
450 200 835
896 946 414
11 707 239
315 193 430
120 5 784
908 880 734
956 739 622
325 119 256
233 240 444
302 152 402
466 592 494
556 1 991
925 379 418
275 678 937
383 642 378
604 837 682
346 853 418
172 78 287
420 867 119
895 3 556
365 802 22
8 414 182
935 91 654
726 607 574
393 998 478
302 441 448
64 495 128
311 702 531
688 644 576
610 186 568
667 584 734
263 938 995
813 174 490
899 550 167
192 911 271
510 262 455
728 872 563
826 242 164
852 208 389
897 911 334
507 808 625
88 374 971
276 349 840
466 467 322
590 393 196
569 674 314
177 563 305
133 203 572
689 690 973
414 633 242
274 271 427
975 607 47
432 387 450
782 282 202
850 983 651
972 152 796
893 506 491
884 564 505
243 519 663
795 160 440
831 554 629
57 881 355
258 188 726
802 84 827
32 357 518
290 182 549
127 87 60
536 519 449
885 82 323
946 453 666
524 698 377
550 581 3
327 861 81
421 680 967
161 197 763
873 99 332
139 970 384
932 36 729
814 307 559
283 908 147
231 565 262
867 418 750
281 486 252
542 962 648
548 936 938
83 811 289
463 290 3
514 781 499
740 546 103
32 989 912
629 485 553
701 776 673
656 889 523
1000 225 136
767 709 407
983 743 866
456 947 245
471 504 603
266 196 763
366 549 898
105 652 524
198 161 492
960 243 742
547 229 605
74 365 190
631 226 29
963 627 369
71 387 887
928 762 710
673 832 505
802 868 621
543 218 126
221 918 434
545 275 73
615 699 979
260 853 998
212 773 273
51 352 747
581 53 315
878 689 415
89 452 907
427 544 931
402 230 478
893 939 71
872 995 198
45 197 106
648 736 164
716 227 301
667 418 225
947 698 690
125 804 547
403 808 988
388 278 897
806 14 156
426 891 281
437 705 857
27 965 368
350 306 136
293 602 281
41 482 815
114 169 853
460 361 452
951 105 710
868 332 575
447 182 829
92 752 951
776 488 486
257 234 465
452 630 248
172 746 901
894 825 894
81 361 577
168 902 527
658 65 332
104 812 461
447 372 108
159 20 138
225 861 175
129 675 6
424 856 130
473 435 866
701 703 210
210 504 247
263 502 327
902 887 674
361 22 82
358 745 326
327 92 164
330 613 82
422 656 588
847 275 778
272 768 875
499 546 86
312 10 803
160 53 469
566 680 320
716 661 460
649 679 591
511 263 87
439 722 253
71 196 509
654 422 537
723 55 246
695 884 858
810 48 252
307 22 231
773 319 672
132 116 830
335 285 808
191 628 967
537 839 181
389 365 341
874 193 818
19 865 195
440 876 496
329 602 457
353 199 282
667 164 316
991 77 822
340 907 664
514 637 214
1 973 992
851 73 449
360 156 358
44 686 946
301 797 63
742 162 660
845 534 2
458 997 809
650 244 178
880 173 339
961 168 656
540 842 669
741 265 247
223 443 275
938 674 989
683 563 486
386 954 285
844 746 440
746 983 811
70 133 609
385 278 716
3 428 672
701 473 547
600 874 537
764 376 216
645 874 420
211 358 923
959 138 317
652 279 335
2 459 288
534 917 897
904 990 29
263 508 759
226 18 900
656 743 813
17 589 353
512 209 950
645 907 380
467 197 253
404 137 279
498 630 475
818 752 180
50 493 360
279 302 247
46 23 690
364 350 71
563 181 730
551 890 904
852 970 320
513 491 338
530 188 986
988 850 665
569 877 743
23 761 142
483 38 41
325 421 474
70 828 67
86 898 311
570 139 623
821 48 537
727 862 826
216 325 676
581 478 134
451 805 802
446 786 443
737 794 325
127 419 262
531 117 367
815 56 94
964 383 630
391 422 299
793 138 644
760 996 713
867 79 860
868 247 599
664 217 418
510 96 946
284 743 592
864 834 192
193 421 817
828 880 321
367 940 176
744 270 471
639 970 182
258 738 24
301 907 128
887 424 600
962 322 800
514 819 456
887 624 457
131 807 824
823 148 249
391 476 135
906 714 68
319 65 618
296 310 762
475 850 485
955 274 402
803 525 375
675 427 974
822 402 747
375 795 377
734 240 221
575 557 478
708 649 44
1000 16 678
107 848 356
243 506 854
263 334 949
978 335 141
711 281 536
523 882 141
1 518 917
377 159 416
684 642 949
602 169 384
768 110 838
406 691 284
101 31 150
779 379 203
523 127 377
335 219 121
130 607 276
712 31 656
556 186 217
991 312 962
221 380 182
312 769 366
424 357 912
419 795 953
764 811 272
261 548 54
126 379 578
880 650 144
471 188 938
659 471 87
797 839 982
390 368 855
865 631 294
796 947 747
320 330 273
24 738 760
256 182 130
717 526 628
39 182 261
577 141 331
710 802 403
411 471 459
781 943 868
784 548 359
627 166 657
720 218 374
